"日期","上座率","场均人次","票房占比","电影ID","电影名字","已上映天数","排片场次","排片占比","当日票房","当日总出票","当日总场次","出品国家","电影类别1","电影类别2","电影类别3","电影评分","男性占比","女性占比","节假日"
"1001","20.20%","30.4","33.90%","1298384","坚如磐石","上映4天","111426","24.70%","14605.02","1025.2万","45.0万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ","周日"
"1001","16.50%","21.5","21.10%","1405256","前任4：英年早婚","上映4天","100727","22.30%","9110.3","1025.2万","45.0万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ","周日"
"1001","18.40%","21.4","19.80%","1431886","志愿军：雄兵出击","上映4天","95902","21.30%","8565.05","1025.2万","45.0万","中国
","剧情","历史","战争","10","0.465 ","0.465 ","周日"
"1001","20.40%","22.8","13.70%","1475035","莫斯科行动","上映3天","60885","13.50%","5925.79","1025.2万","45.0万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ","周日"
"1001","21.80%","20.3","3.50%","1466176","好像也没那么热血沸腾","上映4天","17910","3.90%","1532","1025.2万","45.0万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ","周日"
"1001","16.30%","16.8","3.20%","1457792","汪汪队立大功大电影2：超能大冒险","上映3天","24503","5.40%","1381.81","1025.2万","45.0万","美国","动画",,,"9","0.235 ","0.235 ","周日"
"1001","14.10%","13.5","2.00%","1446243","贝肯熊：火星任务","上映4天","17351","3.80%","866.33","1025.2万","45.0万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ","周日"
"1001","19.40%","30.7","0.50%","1443924","奥本海默","重映33天","1615","0.30%","253.81","1025.2万","45.0万","美国
","剧情","传记","历史","9","0.569 ","0.569 ","周日"
"1001","10.60%","9.9","0.50%","1303089","我是哪吒2之英雄归来","上映3天","6659","1.40%","240.58","1025.2万","45.0万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ","周日"
"1001","20.50%","19.3","0.20%","1374349","孤注一掷","上映55天","1240","0.20%","97.65","1025.2万","45.0万","中国
","犯罪","剧情",,"9","0.359 ","0.359 ","周日"
"1001","1.80%","70.3","0.10%","1413896","潜艇总动员：环游地球80天","上映51天","199","<0.1%","81.25","1025.2万","45.0万","中国
","动画","科幻","冒险","8","0.192 ","0.192 ","周日"
"1001","16.50%","16.8","0.10%","346288","封神第一部","上映74天","1057","0.20%","80.03","1025.2万","45.0万","中国
","神话","动作","史诗","9","0.410 ","0.410 ","周日"
"1001","4.60%","4.8","0.10%","1462687","小美人鱼之大海怪传说","重映3天","3852","0.80%","65.91","1025.2万","45.0万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ","周日"
"1001","22.60%","20.7","0.10%","1475137","长安三万里","上映86天","505","0.10%","44.14","1025.2万","45.0万","中国
","动画","历史",,"9","0.351 ","0.351 ","周日"
"1001","15.40%","14","<0.1%","1486791","威尼斯惊魂夜","上映17天","572","0.10%","38.2","1025.2万","45.0万","美国
","剧情","悬疑","惊悚","8","0.315 ","0.315 ","周日"
"1001","75.00%","102.6","<0.1%","1385972","觅渡","上映35天","98","<0.1%","28.08","1025.2万","45.0万","中国
","历史","传记",,,"0.374 ","0.374 ","周日"
"1001","9.80%","8.7","<0.1%","341244","敢死队4：最终章","上映17天","787","0.10%","25.78","1025.2万","45.0万","美国
","动作","冒险",,"8","0.699 ","0.699 ","周日"
"1001","7.50%","6.6","<0.1%","1284900","第八个嫌疑人","上映23天","788","0.10%","22.33","1025.2万","45.0万","中国
","剧情","犯罪",,"9","0.353 ","0.353 ","周日"
"1001","3.60%","3.5","<0.1%","1394753","功夫王之萌虎上山","上映3天","1740","0.30%","21.16","1025.2万","45.0万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ","周日"
"1001","4.10%","4.1","<0.1%","1448001","疯狂大营救","上映3天","994","0.20%","13.06","1025.2万","45.0万","法国
","动画","冒险",,,"0.201 ","0.201 ","周日"
"1001","75.00%","138.3","<0.1%","1437441","力量密码","上映93天","15","<0.1%","10","1025.2万","45.0万","中国
","剧情","历史","革命",,"0.263 ","0.263 ","周日"
"1001","12.20%","10.9","<0.1%","1398840","学爸","上映45天","171","<0.1%","7.61","1025.2万","45.0万","中国
","剧情","喜剧",,"9","0.274 ","0.274 ","周日"
"1001","9.90%","9","<0.1%","1431907","茶啊二中","上映80天","160","<0.1%","5.81","1025.2万","45.0万","中国
","动画","奇幻","喜剧","9","0.348 ","0.348 ","周日"
"1001","44.90%","35","<0.1%","1462043","不虚此行","上映23天","140","<0.1%","5.35","1025.2万","45.0万","中国
","剧情",,,"9","0.400 ","0.400 ","周日"
"1001","1.10%","39.1","<0.1%","1413914","幸福小马灯","上映4天","21","<0.1%","2.82","1025.2万","45.0万","中国
","剧情","喜剧","爱情",,"0.458 ","0.458 ","周日"
"1001","10.00%","8","<0.1%","1301416","巨齿鲨2：深渊","上映59天","82","<0.1%","2.71","1025.2万","45.0万","中国","冒险","动作","科幻","9","0.433 ","0.433 ","周日"
"1001","0.60%","250","<0.1%","1352371","雪域少年","上映44天","2","<0.1%","2.49","1025.2万","45.0万","中国
","动画",,,,"0.354 ","0.354 ","周日"
"1001","14.80%","12.1","<0.1%","1456735","火山挚恋","上映45天","31","<0.1%","1.6","1025.2万","45.0万","美国
","纪录片","传记",,"9","0.298 ","0.298 ","周日"
"1001","9.30%","6.9","<0.1%","1439161","热烈","上映66天","24","<0.1%","0.84","1025.2万","45.0万","中国
","青春","运动","喜剧","9","0.205 ","0.205 ","周日"
"1001","9.20%","7.5","<0.1%","344942","芭比","上映73天","19","<0.1%","0.61","1025.2万","45.0万","美国
","喜剧","冒险","奇幻","9","0.204 ","0.204 ","周日"
"1001","8.20%","7","<0.1%","1282470","奇迹少女","上映45天","22","<0.1%","0.43","1025.2万","45.0万","法国
","动画","奇幻","青春","9","0.278 ","0.278 ","周日"
"1001","7.50%","8.6","<0.1%","633283","GT赛车：极速狂飙","上映31天","11","<0.1%","0.43","1025.2万","45.0万","美国
","冒险","运动","动作","9","0.566 ","0.566 ","周日"
"1001","3.50%","3.7","<0.1%","1354970","青木劫","上映23天","37","<0.1%","0.41","1025.2万","45.0万","中国
","惊悚","恐怖",,,"0.381 ","0.381 ","周日"
"1001","1.80%","0.8","<0.1%","1432927","鹦鹉杀","上映17天","85","<0.1%","0.33","1025.2万","45.0万","中国
","犯罪","悬疑",,,"0.229 ","0.229 ","周日"
"1001","2.10%","1.5","<0.1%","1428364","我经过风暴","上映46天","38","<0.1%","0.22","1025.2万","45.0万","中国
","剧情","家庭",,"9","0.207 ","0.207 ","周日"
"1001","6.00%","5.1","<0.1%","1413252","八角笼中","上映88天","9","<0.1%","0.18","1025.2万","45.0万","中国
","剧情",,,"10","0.398 ","0.398 ","周日"
"1001","5.50%","5","<0.1%","1423893","念念相忘","上映41天","9","<0.1%","0.17","1025.2万","45.0万","中国
","爱情","剧情",,"9","0.333 ","0.333 ","周日"
"1001","5.70%","5.3","<0.1%","1499026","看不见的他们","上映31天","10","<0.1%","0.16","1025.2万","45.0万","中国
","恐怖","惊悚",,,"0.362 ","0.362 ","周日"
"1001","4.90%","4.4","<0.1%","1500039","雪豹和她的朋友们","上映59天","7","<0.1%","0.12","1025.2万","45.0万","中国
","纪录片",,,"10","0.285 ","0.285 ","周日"
"1001","1.10%","1.6","<0.1%","1451508","超级飞侠：乐迪加速","上映86天","18","<0.1%","0.09","1025.2万","45.0万","中国
","动画","冒险","喜剧","9","0.222 ","0.222 ","周日"
"1001","75.00%","30","<0.1%","1394027","此生有约","上映96天","1","<0.1%","0.09","1025.2万","45.0万","中国
","剧情","励志",,,"0.385 ","0.385 ","周日"
"1001","2.90%","3.5","<0.1%","1451342","燃冬","上映41天","4","<0.1%","0.06","1025.2万","45.0万","中国
","剧情","爱情",,,"0.281 ","0.281 ","周日"
"1001","5.90%","3.3","<0.1%","1211219","禁锢","上映52天","3","<0.1%","0.03","1025.2万","45.0万",,,,,,,,"周日"
"1001","1.10%","0.1","<0.1%","1309817","三贵情史","上映23天","27","<0.1%","0.01","1025.2万","45.0万","中国
","剧情","爱情","奇幻",,"0.285 ","0.285 ","周日"
"1001","3.60%","1.3","<0.1%","1323749","丛林大冒险","上映44天","3","<0.1%","0.01","1025.2万","45.0万","德国
","动画",,,,"0.171 ","0.171 ","周日"
"1010","3.40%","5.1","30.90%","1298384","坚如磐石","上映13天","92158","27.10%","1972.08","152.9万","33.9万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1010","4.20%","5","25.00%","1405256","前任4：英年早婚","上映13天","75961","22.30%","1591.54","152.9万","33.9万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1010","4.00%","4.7","18.00%","1475035","莫斯科行动","上映12天","58809","17.30%","1147.99","152.9万","33.9万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1010","3.60%","4.4","17.60%","1431886","志愿军：雄兵出击","上映13天","62787","18.50%","1122.35","152.9万","33.9万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1010","3.00%","2.8","4.10%","1466176","好像也没那么热血沸腾","上映13天","22572","6.60%","265.29","152.9万","33.9万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1010","1.30%","1.3","0.50%","1457792","汪汪队立大功大电影2：超能大冒险","上映12天","7951","2.30%","32.53","152.9万","33.9万","美国","动画",,,"9","0.235 ","0.235 ",
"1010","2.50%","3.4","0.40%","1443924","奥本海默","重映42天","1890","0.50%","29.51","152.9万","33.9万","美国
","剧情","传记","历史","9","0.569 ","0.569 ",
"1010","68.90%","67.7","0.30%","1385972","觅渡","上映44天","86","<0.1%","22.2","152.9万","33.9万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1010","3.20%","2.7","0.20%","1374349","孤注一掷","上映64天","1757","0.50%","18.68","152.9万","33.9万","中国
","犯罪","剧情",,"9","0.359 ","0.359 ",
"1010","11.80%","9.8","0.20%","1462687","小美人鱼之大海怪传说","重映12天","540","0.10%","15.08","152.9万","33.9万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1010","2.50%","2.1","0.20%","346288","封神第一部","上映83天","1355","0.30%","12.85","152.9万","33.9万","中国
","神话","动作","史诗","9","0.410 ","0.410 ",
"1010","2.50%","2.4","0.10%","1486791","威尼斯惊魂夜","上映26天","1215","0.30%","11.17","152.9万","33.9万","美国
","剧情","悬疑","惊悚","8","0.315 ","0.315 ",
"1010","0.50%","0.5","0.10%","1446243","贝肯熊：火星任务","上映13天","5196","1.50%","9.08","152.9万","33.9万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1010","1.30%","1.4","0.10%","341244","敢死队4：最终章","上映26天","1993","0.50%","9.07","152.9万","33.9万","美国
","动作","冒险",,"8","0.699 ","0.699 ",
"1010","7.00%","7.9","0.10%","1394753","功夫王之萌虎上山","上映12天","250","<0.1%","7.77","152.9万","33.9万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1010","11.70%","20.6","<0.1%","1439161","热烈","上映75天","59","<0.1%","4.38","152.9万","33.9万","中国
","青春","运动","喜剧","9","0.205 ","0.205 ",
"1010","1.00%","1","<0.1%","1284900","第八个嫌疑人","上映32天","868","0.20%","3.45","152.9万","33.9万","中国
","剧情","犯罪",,"9","0.353 ","0.353 ",
"1010","0.30%","0.3","<0.1%","1303089","我是哪吒2之英雄归来","上映12天","1809","0.50%","2.15","152.9万","33.9万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1010","9.70%","25.2","<0.1%","1455646","萤火虫的天空","上映60天","19","<0.1%","1.76","152.9万","33.9万","中国
","剧情","儿童","家庭",,"0.263 ","0.263 ",
"1010","0.40%","1.1","<0.1%","1432927","鹦鹉杀","上映26天","185","<0.1%","0.86","152.9万","33.9万","中国
","犯罪","悬疑",,,"0.229 ","0.229 ",
"1010","4.40%","3.7","<0.1%","1456735","火山挚恋","上映54天","59","<0.1%","0.77","152.9万","33.9万","美国
","纪录片","传记",,"9","0.298 ","0.298 ",
"1010","4.20%","4.1","<0.1%","1412974","大洋追鱼记","上映3天","53","<0.1%","0.7","152.9万","33.9万","中国
","纪录片",,,,"0.339 ","0.339 ",
"1010","0.60%","0.6","<0.1%","1398840","学爸","上映54天","223","<0.1%","0.55","152.9万","33.9万","中国
","剧情","喜剧",,"9","0.274 ","0.274 ",
"1010","10.90%","12.1","<0.1%","1321269","流水落花","上映26天","10","<0.1%","0.46","152.9万","33.9万","中国
","剧情",,,,"0.315 ","0.315 ",
"1010","0.60%","0.5","<0.1%","1428364","我经过风暴","上映55天","202","<0.1%","0.43","152.9万","33.9万","中国
","剧情","家庭",,"9","0.207 ","0.207 ",
"1010","2.70%","6.2","<0.1%","1413914","幸福小马灯","上映13天","21","<0.1%","0.38","152.9万","33.9万","中国
","剧情","喜剧","爱情",,"0.458 ","0.458 ",
"1010","33.00%","44.7","<0.1%","1393532","爸爸的谎言","重映点映","3","<0.1%","0.33","152.9万","33.9万","中国
","剧情","家庭","儿童",,"0.314 ","0.314 ",
"1010","1.50%","1.4","<0.1%","1354970","青木劫","上映32天","60","<0.1%","0.27","152.9万","33.9万","中国
","惊悚","恐怖",,,"0.381 ","0.381 ",
"1010","0.70%","1.2","<0.1%","1301416","巨齿鲨2：深渊","上映68天","53","<0.1%","0.25","152.9万","33.9万","中国","冒险","动作","科幻","9","0.433 ","0.433 ",
"1010","1.50%","1.2","<0.1%","1462043","不虚此行","上映32天","37","<0.1%","0.2","152.9万","33.9万","中国
","剧情",,,"9","0.400 ","0.400 ",
"1010","34.20%","7.5","<0.1%","1435120","险诈","上映21天","6","<0.1%","0.15","152.9万","33.9万","中国
","剧情","犯罪","悬疑",,"0.398 ","0.398 ",
"1010","12.70%","8.3","<0.1%","1280811","嗨！神兽","上映25天","8","<0.1%","0.15","152.9万","33.9万","中国
","剧情","动画","奇幻",,"0.284 ","0.284 ",
"1010","0.30%","0.3","<0.1%","1431907","茶啊二中","上映89天","113","<0.1%","0.15","152.9万","33.9万","中国
","动画","奇幻","喜剧","9","0.348 ","0.348 ",
"1010","1.50%","1.2","<0.1%","344942","芭比","上映82天","24","<0.1%","0.11","152.9万","33.9万","美国
","喜剧","冒险","奇幻","9","0.204 ","0.204 ",
"1010","1.10%","1.3","<0.1%","1352531","江米儿","上映22天","33","<0.1%","0.11","152.9万","33.9万","中国
","剧情",,,,"0.335 ","0.335 ",
"1010","48.80%","21.5","<0.1%","1504135","小镇双雄","上映21天","2","<0.1%","0.09","152.9万","33.9万","中国
","文艺","剧情",,,"0.435 ","0.435 ",
"1010","2.50%","2","<0.1%","1368974","永安镇故事集","上映33天","9","<0.1%","0.08","152.9万","33.9万","中国
","剧情","喜剧",,,"0.339 ","0.339 ",
"1010","0.20%","0.2","<0.1%","1448001","疯狂大营救","上映12天","123","<0.1%","0.08","152.9万","33.9万","法国
","动画","冒险",,,"0.201 ","0.201 ",
"1010","0.80%","0.7","<0.1%","1423893","念念相忘","上映50天","30","<0.1%","0.08","152.9万","33.9万","中国
","爱情","剧情",,"9","0.333 ","0.333 ",
"1010","32.20%","20","<0.1%","1501472","我和班主任的故事","上映32天","1","<0.1%","0.07","152.9万","33.9万","中国
","剧情",,,,"0.365 ","0.365 ",
"1010","0.60%","0.8","<0.1%","1500039","雪豹和她的朋友们","上映68天","12","<0.1%","0.04","152.9万","33.9万","中国
","纪录片",,,"10","0.285 ","0.285 ",
"1010","1.40%","1","<0.1%","1355642","厨神驾到","上映19天","15","<0.1%","0.03","152.9万","33.9万","中国
","喜剧","爱情",,,"0.470 ","0.470 ",
"1010","0.60%","0.8","<0.1%","1451342","燃冬","上映50天","8","<0.1%","0.02","152.9万","33.9万","中国
","剧情","爱情",,,"0.281 ","0.281 ",
"1010","0.90%","0.9","<0.1%","1211219","禁锢","上映61天","7","<0.1%","0.02","152.9万","33.9万",,,,,,,,
"1010","0.20%","0.1","<0.1%","1413252","八角笼中","上映97天","29","<0.1%","0.01","152.9万","33.9万","中国
","剧情",,,"10","0.398 ","0.398 ",
"1010","0.20%","0.2","<0.1%","1282470","奇迹少女","上映54天","20","<0.1%","0.01","152.9万","33.9万","法国
","动画","奇幻","青春","9","0.278 ","0.278 ",
"1011","3.20%","4.8","30.70%","1298384","坚如磐石","上映14天","91304","27.00%","1834.69","143.5万","33.7万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1011","3.70%","4.4","23.30%","1405256","前任4：英年早婚","上映14天","75655","22.40%","1391.28","143.5万","33.7万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1011","3.60%","4.4","18.70%","1431886","志愿军：雄兵出击","上映14天","62463","18.50%","1119.7","143.5万","33.7万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1011","3.70%","4.3","17.80%","1475035","莫斯科行动","上映13天","58584","17.30%","1062.84","143.5万","33.7万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1011","2.80%","2.7","4.10%","1466176","好像也没那么热血沸腾","上映14天","22165","6.50%","248.54","143.5万","33.7万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1011","0.40%","31.5","0.70%","1413896","潜艇总动员：环游地球80天","上映61天","254","<0.1%","46.89","143.5万","33.7万","中国
","动画","科幻","冒险","8","0.192 ","0.192 ",
"1011","6.40%","5.4","0.60%","346288","封神第一部","上映84天","1482","0.40%","39.32","143.5万","33.7万","中国
","神话","动作","史诗","9","0.410 ","0.410 ",
"1011","1.20%","1.2","0.40%","1457792","汪汪队立大功大电影2：超能大冒险","上映13天","7648","2.20%","29.13","143.5万","33.7万","美国","动画",,,"9","0.235 ","0.235 ",
"1011","2.50%","3.4","0.40%","1443924","奥本海默","重映43天","1854","0.50%","28.96","143.5万","33.7万","美国
","剧情","传记","历史","9","0.569 ","0.569 ",
"1011","40.70%","50.8","0.40%","1385972","觅渡","上映45天","181","<0.1%","26.2","143.5万","33.7万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1011","3.10%","2.7","0.30%","1374349","孤注一掷","上映65天","1785","0.50%","18.97","143.5万","33.7万","中国
","犯罪","剧情",,"9","0.359 ","0.359 ",
"1011","9.10%","10.4","0.20%","1462687","小美人鱼之大海怪传说","重映13天","505","0.10%","15.24","143.5万","33.7万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1011","13.40%","13.2","0.20%","1394753","功夫王之萌虎上山","上映13天","277","<0.1%","13.58","143.5万","33.7万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1011","0.60%","0.6","0.10%","1446243","贝肯熊：火星任务","上映14天","4973","1.40%","10.85","143.5万","33.7万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1011","2.30%","2.2","0.10%","1486791","威尼斯惊魂夜","上映27天","1235","0.30%","10.74","143.5万","33.7万","美国
","剧情","悬疑","惊悚","8","0.315 ","0.315 ",
"1011","1.20%","1.3","0.10%","341244","敢死队4：最终章","上映27天","2091","0.60%","8.8","143.5万","33.7万","美国
","动作","冒险",,"8","0.699 ","0.699 ",
"1011","0.90%","0.9","<0.1%","1284900","第八个嫌疑人","上映33天","967","0.20%","3.45","143.5万","33.7万","中国
","剧情","犯罪",,"9","0.353 ","0.353 ",
"1011","0.30%","0.3","<0.1%","1303089","我是哪吒2之英雄归来","上映13天","1694","0.50%","1.97","143.5万","33.7万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1011","6.10%","5.3","<0.1%","1439161","热烈","上映76天","58","<0.1%","1.17","143.5万","33.7万","中国
","青春","运动","喜剧","9","0.205 ","0.205 ",
"1011","3.60%","3.2","<0.1%","1456735","火山挚恋","上映55天","62","<0.1%","0.72","143.5万","33.7万","美国
","纪录片","传记",,"9","0.298 ","0.298 ",
"1011","0.80%","0.7","<0.1%","1398840","学爸","上映55天","223","<0.1%","0.68","143.5万","33.7万","中国
","剧情","喜剧",,"9","0.274 ","0.274 ",
"1011","16.10%","14.5","<0.1%","1503001","老师，别哭","上映33天","11","<0.1%","0.49","143.5万","33.7万","中国
","剧情",,,,"0.322 ","0.322 ",
"1011","4.00%","3.3","<0.1%","1412974","大洋追鱼记","上映4天","54","<0.1%","0.47","143.5万","33.7万","中国
","纪录片",,,,"0.339 ","0.339 ",
"1011","8.60%","9.7","<0.1%","1321269","流水落花","上映27天","13","<0.1%","0.45","143.5万","33.7万","中国
","剧情",,,,"0.315 ","0.315 ",
"1011","2.70%","6.4","<0.1%","1413914","幸福小马灯","上映14天","22","<0.1%","0.43","143.5万","33.7万","中国
","剧情","喜剧","爱情",,"0.458 ","0.458 ",
"1011","0.60%","0.5","<0.1%","1428364","我经过风暴","上映56天","205","<0.1%","0.4","143.5万","33.7万","中国
","剧情","家庭",,"9","0.207 ","0.207 ",
"1011","0.50%","0.5","<0.1%","1432927","鹦鹉杀","上映27天","202","<0.1%","0.39","143.5万","33.7万","中国
","犯罪","悬疑",,,"0.229 ","0.229 ",
"1011","45.50%","60","<0.1%","1393532","爸爸的谎言","重映点映","2","<0.1%","0.3","143.5万","33.7万","中国
","剧情","家庭","儿童",,"0.314 ","0.314 ",
"1011","2.50%","2.1","<0.1%","1352531","江米儿","上映23天","36","<0.1%","0.29","143.5万","33.7万","中国
","剧情",,,,"0.335 ","0.335 ",
"1011","1.70%","1.4","<0.1%","1462043","不虚此行","上映33天","42","<0.1%","0.24","143.5万","33.7万","中国
","剧情",,,"9","0.400 ","0.400 ",
"1011","1.00%","0.9","<0.1%","1354970","青木劫","上映33天","57","<0.1%","0.15","143.5万","33.7万","中国
","惊悚","恐怖",,,"0.381 ","0.381 ",
"1011","0.70%","0.6","<0.1%","1301416","巨齿鲨2：深渊","上映69天","57","<0.1%","0.13","143.5万","33.7万","中国","冒险","动作","科幻","9","0.433 ","0.433 ",
"1011","0.20%","0.3","<0.1%","1431907","茶啊二中","上映90天","121","<0.1%","0.12","143.5万","33.7万","中国
","动画","奇幻","喜剧","9","0.348 ","0.348 ",
"1011","12.30%","4.9","<0.1%","1368974","永安镇故事集","上映34天","9","<0.1%","0.12","143.5万","33.7万","中国
","剧情","喜剧",,,"0.339 ","0.339 ",
"1011","0.50%","0.9","<0.1%","1423893","念念相忘","上映51天","32","<0.1%","0.1","143.5万","33.7万","中国
","爱情","剧情",,"9","0.333 ","0.333 ",
"1011","0.20%","0.2","<0.1%","1448001","疯狂大营救","上映13天","122","<0.1%","0.1","143.5万","33.7万","法国
","动画","冒险",,,"0.201 ","0.201 ",
"1011","1.60%","1.1","<0.1%","344942","芭比","上映83天","26","<0.1%","0.1","143.5万","33.7万","美国
","喜剧","冒险","奇幻","9","0.204 ","0.204 ",
"1011","27.10%","16.5","<0.1%","1380048","青春破晓","上映50天","2","<0.1%","0.1","143.5万","33.7万","中国
","剧情","历史","青春",,,,
"1011","1.50%","1.3","<0.1%","1355642","厨神驾到","上映20天","23","<0.1%","0.07","143.5万","33.7万","中国
","喜剧","爱情",,,"0.470 ","0.470 ",
"1011","3.10%","3.2","<0.1%","1300248","踢球吧少年","上映34天","10","<0.1%","0.06","143.5万","33.7万","中国
","剧情",,,,"0.636 ","0.636 ",
"1011","17.20%","7.5","<0.1%","1435025","飞向月球","上映60天","2","<0.1%","0.06","143.5万","33.7万","中国
","动画","剧情",,,"0.336 ","0.336 ",
"1011","0.80%","1.1","<0.1%","633283","GT赛车：极速狂飙","上映41天","10","<0.1%","0.04","143.5万","33.7万","美国
","冒险","运动","动作","9","0.566 ","0.566 ",
"1011","10.20%","5.3","<0.1%","1504135","小镇双雄","上映22天","3","<0.1%","0.04","143.5万","33.7万","中国
","文艺","剧情",,,"0.435 ","0.435 ",
"1011","2.60%","1.9","<0.1%","1280811","嗨！神兽","上映26天","9","<0.1%","0.03","143.5万","33.7万","中国
","剧情","动画","奇幻",,"0.284 ","0.284 ",
"1011","0.40%","0.4","<0.1%","346119","暗杀风暴","上映55天","12","<0.1%","0.02","143.5万","33.7万","中国","悬疑","犯罪",,"8","0.365 ","0.365 ",
"1011","0.20%","0.6","<0.1%","1500039","雪豹和她的朋友们","上映69天","9","<0.1%","0.01","143.5万","33.7万","中国
","纪录片",,,"10","0.285 ","0.285 ",
"1011","0.10%","0.2","<0.1%","1309817","三贵情史","上映33天","16","<0.1%","0.01","143.5万","33.7万","中国
","剧情","爱情","奇幻",,"0.285 ","0.285 ",
"1011","1.30%","0.8","<0.1%","1285455","毒蜂","上映27天","4","<0.1%","0.01","143.5万","33.7万","中国
","剧情","警匪","动作",,"0.507 ","0.507 ",
"1012","2.90%","4.5","30.70%","1298384","坚如磐石","上映15天","90737","27.00%","1711.93","133.8万","33.5万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1012","3.20%","3.9","21.90%","1405256","前任4：英年早婚","上映15天","75379","22.40%","1220.85","133.8万","33.5万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1012","3.50%","4.3","19.60%","1431886","志愿军：雄兵出击","上映15天","62171","18.50%","1092.42","133.8万","33.5万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1012","3.30%","4","17.40%","1475035","莫斯科行动","上映14天","58360","17.40%","969.17","133.8万","33.5万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1012","2.70%","2.6","4.20%","1466176","好像也没那么热血沸腾","上映15天","21937","6.50%","235.11","133.8万","33.5万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1012","8.30%","33.5","0.80%","1413896","潜艇总动员：环游地球80天","上映62天","247","<0.1%","48.44","133.8万","33.5万","中国
","动画","科幻","冒险","8","0.192 ","0.192 ",
"1012","6.00%","4.9","0.60%","346288","封神第一部","上映85天","1458","0.40%","38.18","133.8万","33.5万","中国
","神话","动作","史诗","9","0.410 ","0.410 ",
"1012","54.10%","52.7","0.50%","1385972","觅渡","上映46天","201","<0.1%","32.21","133.8万","33.5万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1012","2.60%","3.6","0.50%","1443924","奥本海默","重映44天","1836","0.50%","30.73","133.8万","33.5万","美国
","剧情","传记","历史","9","0.569 ","0.569 ",
"1012","1.00%","1.1","0.40%","1457792","汪汪队立大功大电影2：超能大冒险","上映14天","7513","2.20%","25.66","133.8万","33.5万","美国","动画",,,"9","0.235 ","0.235 ",
"1012","3.40%","3","0.30%","1374349","孤注一掷","上映66天","1832","0.50%","21.46","133.8万","33.5万","中国
","犯罪","剧情",,"9","0.359 ","0.359 ",
"1012","15.50%","13.9","0.30%","1462687","小美人鱼之大海怪传说","重映14天","486","0.10%","20.67","133.8万","33.5万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1012","2.20%","2.3","0.20%","1486791","威尼斯惊魂夜","上映28天","1263","0.30%","11.3","133.8万","33.5万","美国
","剧情","悬疑","惊悚","8","0.315 ","0.315 ",
"1012","12.70%","11.1","0.20%","1394753","功夫王之萌虎上山","上映14天","268","<0.1%","11.17","133.8万","33.5万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1012","0.50%","0.5","0.10%","1446243","贝肯熊：火星任务","上映15天","4808","1.40%","9.39","133.8万","33.5万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1012","1.20%","1.3","0.10%","341244","敢死队4：最终章","上映28天","2053","0.60%","8.79","133.8万","33.5万","美国
","动作","冒险",,"8","0.699 ","0.699 ",
"1012","0.80%","0.9","<0.1%","1284900","第八个嫌疑人","上映34天","1031","0.30%","3.62","133.8万","33.5万","中国
","剧情","犯罪",,"9","0.353 ","0.353 ",
"1012","0.30%","0.3","<0.1%","1303089","我是哪吒2之英雄归来","上映14天","1645","0.40%","1.82","133.8万","33.5万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
